,true_LocalKey35,pred_LocalKey35,true_PrimaryDegree22,pred_PrimaryDegree22,true_SecondaryDegree22,pred_SecondaryDegree22,true_Inversion4,pred_Inversion4,true_ChordQuality15,pred_ChordQuality15,true_ChordRoot35,pred_ChordRoot35,true_Bass35,pred_Bass35,true_RomanNumeral76,pred_RomanNumeral76,true_TonicizedKey35,pred_TonicizedKey35,true_PitchClassSet94,pred_PitchClassSet94,true_HarmonicRhythm2,pred_HarmonicRhythm2,LocalKey35,PrimaryDegree22,SecondaryDegree22,Inversion4,ChordQuality15,ChordRoot35,Bass35,RomanNumeral76,TonicizedKey35,PitchClassSet94,HarmonicRhythm2,Degree,RomanNumeral
0,E-,E-,1,5,None,None,0,0,major triad,dominant seventh chord,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",True,True,True,False,True,True,False,True,True,True,True,True,True,False,False
1,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
2,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
3,E-,A-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,False,True,True,True,True,True,True,True,True,True,True,True,False
4,E-,A-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,False,True,True,True,True,True,True,True,True,True,True,True,False
5,E-,A-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,False,True,True,True,True,True,True,True,True,True,True,True,False
6,E-,A-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,False,True,True,True,True,True,True,True,True,True,True,True,False
7,E-,A-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,False,True,True,True,True,True,True,True,True,True,True,True,False
8,E-,A-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,False,True,True,True,True,True,True,True,True,True,True,True,False
9,E-,A-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,False,True,True,True,True,True,True,True,True,True,True,True,False
10,E-,A-,1,5,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,A-,"(3, 7, 10)","(3, 7, 10)",False,False,False,False,True,True,True,True,True,True,False,True,True,False,False
11,E-,A-,1,5,None,None,0,0,major triad,dominant seventh chord,E-,E-,E-,E-,I,V7,E-,A-,"(3, 7, 10)","(1, 3, 7, 10)",False,False,False,False,True,True,False,True,True,False,False,False,True,False,False
12,E-,A-,1,5,None,None,0,0,major triad,dominant seventh chord,E-,E-,E-,E-,I,V7,E-,A-,"(3, 7, 10)","(1, 3, 7, 10)",False,False,False,False,True,True,False,True,True,False,False,False,True,False,False
13,E-,A-,1,5,None,None,0,0,major triad,dominant seventh chord,E-,E-,E-,E-,I,V7,E-,A-,"(3, 7, 10)","(1, 3, 7, 10)",False,False,False,False,True,True,False,True,True,False,False,False,True,False,False
14,E-,A-,1,5,None,None,0,0,major triad,dominant seventh chord,E-,E-,E-,E-,I,V7,E-,A-,"(3, 7, 10)","(1, 3, 7, 10)",False,False,False,False,True,True,False,True,True,False,False,False,True,False,False
15,E-,A-,1,5,None,None,0,0,major triad,dominant seventh chord,E-,E-,E-,E-,I,V7,E-,A-,"(3, 7, 10)","(1, 3, 7, 10)",False,False,False,False,True,True,False,True,True,False,False,False,True,False,False
16,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",True,False,False,True,False,True,True,True,True,False,True,True,False,False,False
17,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
18,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
19,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
20,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
21,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
22,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
23,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
24,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
25,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
26,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
27,E-,A-,5,5,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,V7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,True,False,True,True,True,True,False,True,True,True,False,False
28,E-,A-,5,2,4,None,0,0,dominant seventh chord,dominant seventh chord,E-,E-,E-,E-,V7/IV,ii7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,False,False,True,True,True,True,False,True,True,True,False,False
29,E-,A-,5,2,4,None,0,0,dominant seventh chord,minor seventh chord,E-,A-,E-,E-,V7/IV,ii7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
30,E-,A-,5,2,4,None,0,0,dominant seventh chord,minor seventh chord,E-,A-,E-,E-,V7/IV,ii7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
31,E-,A-,5,2,4,None,0,0,dominant seventh chord,minor seventh chord,E-,A-,E-,E-,V7/IV,ii7,A-,A-,"(1, 3, 7, 10)","(1, 3, 7, 10)",False,False,False,False,False,True,False,False,True,False,True,True,True,False,False
32,E-,A-,4,2,None,None,2,0,major triad,minor seventh chord,A-,A-,E-,E-,IV,ii7,E-,A-,"(0, 3, 8)","(0, 3, 8)",True,False,False,False,True,False,False,True,True,False,False,True,False,False,False
33,E-,A-,4,2,None,None,2,0,major triad,minor seventh chord,A-,A-,E-,E-,IV,ii7,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,False,True,False,False,True,True,False,False,True,True,False,False
34,E-,A-,4,4,None,None,2,0,major triad,minor seventh chord,A-,A-,E-,A-,IV,ii7,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,True,True,False,False,True,False,False,False,True,True,True,False
35,E-,A-,4,4,None,None,2,0,major triad,major triad,A-,A-,E-,A-,IV,IV,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,True,True,False,True,True,False,True,False,True,True,True,False
36,E-,A-,4,4,None,None,2,0,major triad,minor seventh chord,A-,A-,E-,A-,IV,IV,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,True,True,False,False,True,False,True,False,True,True,True,False
37,E-,A-,4,4,None,None,2,0,major triad,minor seventh chord,A-,A-,E-,A-,IV,IV,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,True,True,False,False,True,False,True,False,True,True,True,False
38,E-,A-,4,4,None,None,2,0,major triad,minor seventh chord,A-,A-,E-,A-,IV,IV,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,True,True,False,False,True,False,True,False,True,True,True,False
39,E-,A-,4,4,None,None,2,0,major triad,minor seventh chord,A-,A-,E-,A-,IV,IV,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,True,True,False,False,True,False,True,False,True,True,True,False
40,E-,A-,4,4,None,None,2,1,major triad,minor seventh chord,A-,A-,E-,A-,IV,IV,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,True,True,False,False,True,False,True,False,True,True,True,False
41,E-,A-,4,4,None,None,2,1,major triad,minor seventh chord,A-,A-,E-,A-,IV,IV,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,True,True,False,False,True,False,True,False,True,True,True,False
42,E-,A-,4,4,None,None,2,1,major triad,minor seventh chord,A-,A-,E-,A-,IV,IV,E-,A-,"(0, 3, 8)","(0, 3, 8)",False,False,False,True,True,False,False,True,False,True,False,True,True,True,False
43,E-,E-,4,4,None,None,2,1,major triad,minor seventh chord,A-,A-,E-,A-,IV,IV,E-,E-,"(0, 3, 8)","(0, 3, 8)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False
44,E-,E-,4,4,None,None,2,1,major triad,minor seventh chord,A-,A-,E-,A-,IV,IV,E-,E-,"(0, 3, 8)","(0, 3, 8)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False
45,E-,E-,4,4,None,None,2,1,major triad,minor seventh chord,A-,A-,E-,A-,IV,ii7,E-,E-,"(0, 3, 8)","(0, 3, 8)",False,False,True,True,True,False,False,True,False,False,True,True,True,True,False
46,E-,E-,4,4,None,None,2,2,major triad,minor seventh chord,A-,A-,E-,A-,IV,ii7,E-,E-,"(0, 3, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,False,True,False,False,True,False,True,True,False
47,E-,E-,4,4,None,None,2,2,major triad,minor seventh chord,A-,A-,E-,A-,IV,ii7,E-,E-,"(0, 3, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,False,True,False,False,True,False,True,True,False
48,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,A-,E-,A-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",True,False,True,True,True,True,True,False,False,True,True,True,False,True,False
49,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,A-,E-,A-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,False,False,True,True,True,True,True,False
50,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,A-,E-,E-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,False,True,True,True,True,True,True,False
51,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,F,E-,E-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
52,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,F,E-,A-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
53,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,F,E-,A-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
54,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,F,E-,A-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
55,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,F,E-,A-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
56,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,F,E-,A-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
57,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,F,E-,A-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
58,E-,E-,2,2,None,None,3,3,minor seventh chord,minor seventh chord,F,F,E-,A-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
59,E-,E-,2,5,None,None,3,3,minor seventh chord,minor seventh chord,F,F,E-,E-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,False,True,True,True,True,True,True,True,True,True,False,False
60,E-,E-,2,5,None,None,3,3,minor seventh chord,dominant seventh chord,F,B-,E-,E-,ii7,ii7,E-,E-,"(0, 3, 5, 8)","(0, 3, 5, 8)",False,False,True,False,True,True,False,False,True,True,True,True,True,False,False
61,E-,E-,2,5,None,None,3,3,minor seventh chord,dominant seventh chord,F,B-,E-,E-,ii7,V7,E-,E-,"(0, 3, 5, 8)","(2, 5, 8, 10)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False
62,E-,E-,2,5,None,None,3,3,minor seventh chord,dominant seventh chord,F,B-,E-,E-,ii7,V7,E-,E-,"(0, 3, 5, 8)","(2, 5, 8, 10)",False,False,True,False,True,True,False,False,True,False,True,False,True,False,False
63,E-,E-,2,5,None,None,3,3,minor seventh chord,dominant seventh chord,F,B-,E-,B-,ii7,V7,E-,E-,"(0, 3, 5, 8)","(2, 5, 8, 10)",False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
64,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",True,False,True,True,True,False,True,True,False,True,True,True,False,True,False
65,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
66,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
67,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
68,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
69,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
70,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
71,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
72,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
73,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
74,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
75,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
76,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
77,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
78,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
79,E-,E-,5,5,None,None,1,3,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,False,True,True,False,True,True,True,True,True,False
80,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
81,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
82,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
83,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
84,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
85,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
86,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
87,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
88,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
89,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
90,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
91,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
92,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
93,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,D,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
94,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
95,E-,E-,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,B-,B-,D,B-,V7,V7,E-,E-,"(2, 5, 8, 10)","(2, 5, 8, 10)",False,False,True,True,True,True,True,True,False,True,True,True,True,True,True
96,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
97,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
98,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
99,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
100,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
101,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
102,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
103,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
104,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
105,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
106,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
107,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
108,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
109,E-,E-,1,1,None,None,0,0,major triad,major triad,E-,E-,E-,E-,I,I,E-,E-,"(3, 7, 10)","(3, 7, 10)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
