,true_LocalKey35,pred_LocalKey35,true_PrimaryDegree22,pred_PrimaryDegree22,true_SecondaryDegree22,pred_SecondaryDegree22,true_Inversion4,pred_Inversion4,true_ChordQuality15,pred_ChordQuality15,true_ChordRoot35,pred_ChordRoot35,true_Bass35,pred_Bass35,true_RomanNumeral76,pred_RomanNumeral76,true_TonicizedKey35,pred_TonicizedKey35,true_PitchClassSet94,pred_PitchClassSet94,true_HarmonicRhythm2,pred_HarmonicRhythm2,LocalKey35,PrimaryDegree22,SecondaryDegree22,Inversion4,ChordQuality15,ChordRoot35,Bass35,RomanNumeral76,TonicizedKey35,PitchClassSet94,HarmonicRhythm2,Degree,RomanNumeral,AltRomanNumeral
0,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True
1,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
19,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,C,C,1,1,None,None,0,0,major triad,major triad,C,C,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
22,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True
23,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True
24,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True
25,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True
26,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True
27,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(0, 4, 7)",False,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True
28,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(2, 5, 9)",False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True
29,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(2, 5, 9)",False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True
30,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(2, 5, 9)",False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True
31,C,C,1,1,None,None,0,0,major triad,major triad,C,D,C,C,I,I,C,C,"(0, 4, 7)","(2, 5, 9)",False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True
32,C,C,2,2,None,None,3,0,minor seventh chord,diminished triad,D,D,C,C,ii7,viio,C,C,"(0, 2, 5, 9)","(2, 5, 9)",True,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False
33,C,C,2,2,None,None,3,0,minor seventh chord,dominant seventh chord,D,D,C,C,ii7,viio,C,C,"(0, 2, 5, 9)","(2, 5, 9)",False,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False
34,C,C,2,2,None,None,3,0,minor seventh chord,dominant seventh chord,D,D,C,C,ii7,ii7,C,C,"(0, 2, 5, 9)","(2, 5, 9)",False,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False
35,C,C,2,2,None,None,3,0,minor seventh chord,dominant seventh chord,D,D,C,C,ii7,ii7,C,C,"(0, 2, 5, 9)","(2, 5, 9)",False,False,True,True,True,False,False,True,True,True,True,False,True,True,False,False
36,C,C,2,2,None,None,3,0,minor seventh chord,dominant seventh chord,D,D,C,C,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False
37,C,C,2,2,None,None,3,0,minor seventh chord,dominant seventh chord,D,D,C,C,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False
38,C,C,2,2,None,None,3,0,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
39,C,C,2,2,None,None,3,0,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
40,C,C,2,2,None,None,3,3,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True
41,C,C,2,2,None,None,3,3,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,True,False,True,False,True,True,True,True,True,False,True
42,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
43,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
44,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
45,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
46,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
47,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
48,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
49,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
50,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
51,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
52,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
53,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
54,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
55,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,ii7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False
56,C,C,2,2,None,None,3,2,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,V7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False
57,C,C,2,2,None,None,3,1,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,V7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False
58,C,C,2,2,None,None,3,1,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,V7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False
59,C,C,2,2,None,None,3,1,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,V7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False
60,C,C,2,2,None,None,3,1,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,V7,C,C,"(0, 2, 5, 9)","(0, 2, 5, 9)",False,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False
61,C,C,2,2,None,None,3,1,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,V7,C,C,"(0, 2, 5, 9)",None,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False
62,C,C,2,2,None,None,3,1,minor seventh chord,dominant seventh chord,D,D,C,D,ii7,V7,C,C,"(0, 2, 5, 9)",None,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False
63,C,C,2,2,None,None,3,1,minor seventh chord,dominant seventh chord,D,G,C,D,ii7,V7,C,C,"(0, 2, 5, 9)","(2, 5, 7, 11)",False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False
64,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,D,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,True
65,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
66,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
67,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
68,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
69,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
70,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
71,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
72,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
73,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
74,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
75,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
76,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
77,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
78,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
79,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
80,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
81,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
82,C,C,5,5,None,None,1,1,dominant seventh chord,dominant seventh chord,G,G,B,B,V7,V7,C,C,"(2, 5, 7, 11)","(2, 5, 7, 11)",False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
